title;rating;address;metro;avg_check;breakfast;business_lunch;deleviry;parking;catering;banquets;telephone;site;restaurant_type;open_hours;positive_reviews;negative_reviews
Coffee Mix;0;Москва, Рязанский просп., 75, корп. 2;['Рязанский проспект'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 919 103 47 96;Нет;['Кофейни'];07:00 до 22:00;0;0
Сестры;0;Москва, Маршала Бирюзова, 4, корп. 1;['Октябрьское Поле', 'Зорге', 'Панфиловская'];700–1700 ₽;Нет;Есть;Есть;Нет;Нет;Есть;+7 (499) 943 30 07;Сайт;['Бургеры', 'Европейская кухня', 'Паста', 'Русская кухня', 'Сэндвичи'];12:00 до 23:00;0;0
Café by Interoptika;0;Москва, Нахимовский просп., 63;['Профсоюзная'];1700–3000 ₽;Есть;Нет;Нет;Есть;Нет;Есть;+7 (499) 120 35 53;http://cafebyinteroptika.ru;['Европейская кухня', 'Итальянская кухня', 'Паста', 'Пироги', 'Пицца', 'Французская кухня', 'Кафе', 'Кондитерские'];10:00 до 22:00;0;0
Суши Wok;0;Москва, Ленинский просп., 123в, ТЦ «Галеон»;['Тропарево'];До 700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (499) 754 44 44 (единая справочная);http://www.sushiwok.ru;['Вок', 'Итальянская кухня', 'Пицца', 'Суши', 'Японская кухня', 'Фастфуд'];10:00 до 22:00;0;0
Suliko;0;Москва, Южнобутовская, 29, корп. 3;['Бульвар Адмирала Ушакова', 'Улица Горчакова'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Есть;+7 904 567 59 26;http://suliko-rest.ru;['Грузинская кухня', 'Хачапури', 'Хинкали', 'Шашлыки', 'Караоке'];12:00 до 05:00;0;0
Вкус Востока;0;Москва, Тушинская, 17, ТРЦ «Праздник», 3 этаж;['Тушинская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 925 896 70 70;Нет;['Азербайджанская кухня', 'Шашлыки', 'Кафе', 'Халяльные рестораны'];09:00 до 21:00;0;0
Шафран;0;Москва, Щелковский пр., 7а;['Щелковская'];700–1700 ₽;Есть;Нет;Есть;Есть;Нет;Есть;+7 926 460 34 13;http://www.safrancafe.com;['Арабская кухня', 'Грузинская кухня', 'Европейская кухня', 'Итальянская кухня', 'Паровые коктейли', 'Паста', 'Пицца', 'Стейки', 'Турецкая кухня', 'Узбекская кухня', 'Шаурма', 'Шашлыки', 'Караоке', 'Кафе', 'Халяльные рестораны'];10:00 до 00:00;0;0
Тануки;7.3;Москва, Каширское ш., 46, корп. 1;['Каширская', 'Кантемировская'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 223 22 23 (доставка);http://www.tanuki.ru;['Вегетарианское меню', 'Паровые коктейли', 'Суши', 'Японская кухня'];11:30 до 02:00;0;0
Burger King;0;Москва, Новоясеневский просп., 11, ТРК «Fort Ясенево»;['Ясенево'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 (495) 544 50 00;Сайт;['Американская кухня', 'Бургеры', 'Кафе', 'Фастфуд'];10:00 до 22:00;0;0
Fontan;0;Москва, просп. Андропова, 1, парк «Остров мечты»;['Технопарк'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (495) 363 30 30;http://cafe-fontan.ru;['Европейская кухня', 'Торты на заказ', 'Кафе', 'Кондитерские', 'Кофейни'];10:00 до 22:00;0;0
Cofix;0;Москва, Рязанский просп., 99а, ТЦ «Маяк»;['Выхино'];До 700 ₽;Есть;Нет;Нет;Нет;Нет;Нет;+7 977 810 67 90;http://www.cofix.ru;['Европейская кухня', 'Сэндвичи', 'Кофейни'];07:30 до 22:00;0;0
Accenti;5.22 отзыва;Москва, Кропоткинский пер., 7, стр. 1;['Парк культуры'];1700–3000 ₽;Нет;Нет;Есть;Нет;Нет;Есть;+7 (499) 246 15 15;Сайт;['Итальянская кухня', 'Паста', 'Пицца', 'Веранды'];12:00 до 23:00;2;0
Tutti Frutti Summer Love;0;Москва, Кировоградская, 13а, ТЦ Columbus, 2 этаж;['Пражская'];До 700 ₽;Нет;Нет;Нет;Есть;Есть;Нет;+7 (495) 783 25 58;Сайт;['Кафе', 'Кондитерские'];10:00 до 22:00;0;0
Jack's Catering;0;Москва, ;[];Нет;Нет;Нет;Есть;Нет;Есть;Есть;+7 (495) 956 95 98;http://www.jackscatering.ru;[];Время работы не указан;0;0
Буханка;0;Москва, Базовская, 15, корп. 1;[];Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;http://buhanka.ru;['Пекарни'];08:00 до 21:00;0;0
Phở Viet;0;Москва, Ленинская Слобода, 19, БЦ «Омега-плаза»;['Автозаводская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;Нет;Нет;['Вьетнамская кухня', 'Кафе'];09:30 до 20:30;0;0
Моня;0;Москва, Щелковский р-н, пос. Монино, Генерала Белякова, 3а;[];До 700 ₽;Нет;Есть;Нет;Нет;Нет;Нет;+7 926 977 62 02;Нет;['Европейская кухня', 'Итальянская кухня', 'Пицца', 'Кафе'];11:00 до 23:00;0;0
Blossom;0;Москва, 7-й км Пятницкого ш., влад. 2, ТП «Отрада»;['Пятницкое шоссе'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Есть;+7 925 155 95 25;http://blossomrest.ru;['Бургеры', 'Вегетарианское меню', 'Грузинская кухня', 'Европейская кухня', 'Итальянская кухня', 'Казахская кухня', 'Паста', 'Пицца', 'Хачапури', 'Хинкали', 'Шашлыки', 'Бары', 'Живая музыка'];11:00 до 23:00;0;0
Healthy Beat;0;Москва, Б.Кисловский пер., 9;['Библиотека им. Ленина', 'Арбатская', 'Александровский сад', 'Боровицкая'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;Нет;Нет;['Вегетарианское меню', 'Европейская кухня', 'Кафе'];09:00 до 23:00;0;0
Кунак;0;Москва, Тарусская, 10;['Ясенево'];До 700 ₽;Есть;Есть;Есть;Есть;Нет;Есть;+7 (499) 394 46 77;http://www.cafekunak.ru;['Европейская кухня', 'Татарская кухня', 'Кафе', 'Халяльные рестораны'];08:30 до 16:30;0;0
Арамье;0;Москва, Черняховского, 4а;['Аэропорт'];До 700 ₽;Нет;Нет;Есть;Нет;Нет;Нет;+7 (495) 646 70 30;http://aramie.ru;['Пироги', 'Кулинарии', 'Пекарни'];08:00 до 22:00;0;0
Björn;8.82 отзыва;Москва, Пятницкая, 3/4, стр. 1;['Новокузнецкая', 'Третьяковская'];1700–3000 ₽;Нет;Нет;Нет;Нет;Нет;Нет;+7 (495) 953 90 59;http://bjorn.rest;['Лучшее', 'Авторская кухня', 'Скандинавская кухня'];12:00 до 00:00;2;0
Матчпоинт;0;Москва, Н.Арбат, 21;['Смоленская'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (499) 517 99 99;http://www.matchpoint-club.com;['Европейская кухня', 'Бары', 'Караоке', 'Спортбары', 'Круглосуточно'];00:00 до 00:00;0;0
Food Room;0;Москва, 22-й км Киевского ш., 6, стр. 1, ОП Comcity;['Румянцево'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;Нет;Нет;['Европейская кухня', 'Сэндвичи', 'Кафе'];08:00 до 20:00;0;0
Ori;1 отзыв;Москва, Правды, 21, стр. 2;['Савеловская'];1700–3000 ₽;Нет;Есть;Есть;Есть;Нет;Есть;+7 985 772 21 21;http://vk.com/ori.restaurant;['Грузинская кухня', 'Европейская кухня', 'Хачапури', 'Хинкали', 'Шашлыки', 'Живая музыка'];11:00 до 23:00;1;0
Тбилисо;0;Москва, просп. Мира, 78;['Рижская'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Есть;+7 (495) 684 66 68;Сайт;['Грузинская кухня', 'Европейская кухня', 'Хачапури', 'Хинкали', 'Шашлыки'];11:00 до 00:00;0;0
Фуд-корт «Цветной»;0;Москва, Цветной б-р, 15, стр. 1, ТЦ «Цветной»;['Цветной бульвар', 'Трубная'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;+7 (495) 737 77 73;http://www.tsvetnoy.com;['Фастфуд', 'Фуд-корты'];10:00 до 22:00;0;0
Стардогс;0;Москва, в парке Победы, Главная аллея, 3б, стр. 1;['Парк Победы'];До 700 ₽;Нет;Нет;Нет;Нет;Нет;Нет;+7 (495) 540 57 23;http://www.stardogs.ru;['Сэндвичи', 'Стритфуд', 'Фастфуд'];10:00 до 00:00;0;0
Loft;0;Москва, Варшавское ш., 71, корп. 3;['Варшавская'];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Есть;+7 (495) 617 06 75;Сайт;['Европейская кухня', 'Паста', 'Бары', 'Караоке', 'Коктейльная карта'];19:00 до 06:00;0;0
Healthy Food;0;Москва, Ивана Франко, 8, БЦ Kutuzoff Tower;['Кунцевская'];До 700 ₽;Нет;Нет;Нет;Есть;Нет;Нет;+7 (499) 557 00 31;http://www.h-food.ru;['Вегетарианское меню', 'Европейская кухня', 'Кафе'];08:00 до 18:30;0;0
Pinzeria by Bontempi;8.81 отзыв;Москва, Б.Знаменский пер., 2, стр. 3;['Кропоткинская'];700–1700 ₽;Нет;Нет;Есть;Есть;Нет;Есть;+7 (499) 678 30 09;http://www.pinzeria.ru;['Европейская кухня', 'Итальянская кухня', 'Паста', 'Пицца', 'Сэндвичи'];12:00 до 23:00;1;0
Underdog;1 отзыв;Москва, Маросейка, 6/8, стр. 1;['Китай-город'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;+7 985 420 02 28;http://underdog-moscow.ru;['Американская кухня', 'Бургеры', 'Кафе', 'Фастфуд'];13:00 до 23:00;0;1
Сэр Хинкаль;0;Москва, Автозаводская, 17, корп. 1;['Автозаводская'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (495) 675 60 50;Сайт;['Грузинская кухня', 'Европейская кухня', 'Хачапури', 'Хинкали', 'Кафе'];11:00 до 00:00;0;0
Casa della pizza;0;Москва, Дедовск, Школьный пр., 7а;[];700–1700 ₽;Нет;Есть;Есть;Есть;Нет;Нет;+7 (498) 729 21 00;Сайт;['Бургеры', 'Европейская кухня', 'Итальянская кухня', 'Паста', 'Пицца', 'Сэндвичи'];10:00 до 22:00;0;0
Суши Make;0;Москва, Шереметьевская, 20а, ТЦ «Капитолий Марьина Роща»;['Марьина Роща'];До 700 ₽;Нет;Нет;Есть;Есть;Нет;Нет;Нет;http://www.sushimake.ru;['Вок', 'Суши', 'Японская кухня', 'Фастфуд'];09:00 до 22:00;0;0
Фуд-корт «Брокколи»;1 отзыв;Москва, Таганская пл., 86/1, стр. 1, 2  этаж;['Таганская', 'Марксистская'];Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;http://brodelivery.ru;['Фуд-корты'];11:00 до 21:00;1;0
Holi Yoga & Café;2 отзыва;Москва, 1-я ул. Ямского Поля, 1, корп. 2, ЖК Slava;['Белорусская'];700–1700 ₽;Есть;Нет;Есть;Есть;Нет;Есть;+7 985 295 55 72;http://www.holiyoga.ru/cafedelivery;['Вегетарианское меню', 'Кафе'];09:00 до 21:00;2;0
Карл Баллинг;0;Москва, Ивана Бабушкина, 17, корп. 1;['Академическая'];700–1700 ₽;Нет;Нет;Нет;Есть;Нет;Есть;+7 (499) 125 12 82;Сайт;['Европейская кухня', 'Бары', 'Пабы', 'Пивные рестораны', 'Спортбары'];12:00 до 23:00;0;0
Скалка;0;Москва, Лавочкина, 34;['Речной вокзал'];Нет;Нет;Нет;Есть;Есть;Нет;Нет;+7 925 292 50 06; +7 (495) 374 60 30 (доставка);['Пироги', 'Пицца', 'Кондитерские', 'Кофейни', 'Пекарни'];08:00 до 21:00;0;0
